,time,low,high,open,close,volume
65,1645515900,2516.18,2530.87,2526.54,2516.18,44.72031767
66,1645515000,2509.79,2524.68,2514.98,2522.14,47.60711303
67,1645514100,2507.13,2521.42,2520.32,2516.4,32.44021178
68,1645513200,2520.04,2534.82,2531.67,2520.04,27.52613009
69,1645512300,2518.62,2534.66,2519.8,2529.59,146.52651538
70,1645511400,2507.46,2529.22,2507.93,2518.34,52.0994878
71,1645510500,2505.02,2517.62,2513.93,2507.17,27.31114995
72,1645509600,2501.52,2517.12,2502.15,2516.84,33.69047605
73,1645508700,2500.0,2547.86,2529.47,2503.39,85.52720868
74,1645507800,2515.81,2530.26,2526.61,2528.44,24.22989129
75,1645506900,2508.1,2528.66,2510.68,2528.66,92.56576877
76,1645506000,2510.97,2521.0,2511.64,2511.27,117.94847843
77,1645505100,2510.18,2540.56,2529.41,2511.82,73.00986702
78,1645504200,2520.67,2530.19,2523.54,2527.62,41.91770409
79,1645503300,2515.73,2532.98,2532.1,2523.0,74.9430158
80,1645502400,2512.57,2532.69,2521.98,2532.69,41.67452428
81,1645501500,2508.02,2522.83,2521.52,2519.92,110.64500868
82,1645500600,2514.77,2535.42,2531.32,2522.19,93.61155993
83,1645499700,2520.04,2538.83,2529.69,2535.8,77.53038933
84,1645498800,2524.13,2574.75,2574.75,2525.33,144.44497845
85,1645497900,2569.65,2581.6,2580.59,2576.48,81.52662468
86,1645497000,2566.14,2579.66,2567.32,2579.66,44.26277698
87,1645496100,2567.32,2589.2,2589.11,2567.52,33.25478173
88,1645495200,2577.76,2596.72,2596.72,2585.08,40.59925263
89,1645494300,2591.75,2610.27,2606.89,2600.98,37.76801292
90,1645493400,2571.32,2622.52,2571.32,2610.81,72.98906321
91,1645492500,2568.49,2587.86,2579.61,2571.19,43.21977133
92,1645491600,2579.18,2600.36,2599.4,2579.88,68.6454391
93,1645490700,2593.0,2608.13,2603.75,2597.93,48.69429808
94,1645489800,2580.59,2607.55,2580.59,2601.2,144.56541701
95,1645488900,2563.5,2584.45,2583.31,2579.98,48.76077617
96,1645488000,2553.26,2585.77,2571.34,2585.77,93.57742478
97,1645487100,2560.45,2585.92,2576.32,2569.51,77.26630908
98,1645486200,2566.8,2596.86,2578.64,2574.44,82.33345972
99,1645485300,2567.69,2611.07,2608.83,2581.9,95.09690412
100,1645484400,2600.43,2629.66,2613.48,2606.47,107.58919919
101,1645483500,2598.77,2641.37,2598.77,2613.79,100.02159351
102,1645482600,2595.84,2614.7,2595.84,2599.57,30.63633356
103,1645481700,2585.95,2635.8,2610.0,2592.28,63.40636201
104,1645480800,2570.0,2630.03,2580.97,2610.55,81.79143324
105,1645479900,2576.9,2629.98,2625.78,2583.62,99.46394396
106,1645479000,2614.0,2656.71,2656.71,2622.63,97.5998895
107,1645478100,2652.15,2676.22,2655.99,2655.2,69.55617374
108,1645477200,2640.72,2657.08,2652.36,2655.08,51.13716598
109,1645476300,2647.85,2662.52,2657.07,2652.36,53.55220887
110,1645475400,2640.12,2666.79,2644.13,2657.66,62.98067264
111,1645474500,2631.45,2646.86,2646.25,2644.61,45.74638187
112,1645473600,2646.0,2659.2,2654.63,2647.9,20.32330084
113,1645472700,2633.22,2658.63,2633.22,2653.82,60.3350208
114,1645471800,2619.03,2661.69,2639.32,2634.48,123.27609531
115,1645470900,2618.19,2638.52,2630.96,2638.51,51.89517484
116,1645470000,2618.87,2662.69,2639.58,2629.43,132.45325245
117,1645469100,2623.22,2703.92,2627.54,2643.3,353.02625012
118,1645468200,2610.87,2627.58,2617.6,2627.53,80.10123902
119,1645467300,2607.15,2650.56,2649.85,2610.96,306.53565078
120,1645466400,2645.74,2703.53,2697.14,2645.74,338.3010007
121,1645465500,2692.41,2705.27,2705.27,2695.65,31.3511969
122,1645464600,2705.23,2729.15,2729.15,2705.23,60.88991207
123,1645463700,2715.19,2732.18,2719.55,2729.74,66.06446592
124,1645462800,2708.61,2725.06,2712.31,2722.41,32.09922242
125,1645461900,2704.87,2728.53,2728.53,2710.77,61.18020192
126,1645461000,2709.59,2725.08,2712.92,2725.08,36.50962074
127,1645460100,2708.77,2746.28,2728.44,2712.35,84.20315701
128,1645459200,2721.67,2737.93,2721.67,2727.67,87.71260882
129,1645458300,2717.0,2736.85,2734.67,2723.21,36.96354182
130,1645457400,2717.24,2741.23,2717.24,2734.36,115.79059935
131,1645456500,2714.81,2752.56,2736.74,2718.99,126.59454956
132,1645455600,2701.77,2748.04,2701.77,2736.63,229.05943891
133,1645454700,2692.51,2709.82,2693.85,2703.38,135.70023721
134,1645453800,2687.65,2716.44,2710.61,2693.25,114.85135381
135,1645452900,2636.2,2727.79,2637.47,2713.18,611.60860332
136,1645452000,2598.37,2645.25,2603.09,2638.02,86.44343419
137,1645451100,2596.19,2614.72,2605.09,2608.94,64.87156051
138,1645450200,2590.35,2609.99,2594.77,2601.15,80.72087156
139,1645449300,2594.06,2624.73,2616.73,2596.04,55.32477105
140,1645448400,2582.96,2617.49,2612.87,2617.49,93.48975143
141,1645447500,2592.37,2615.72,2615.72,2610.1,62.32567649
142,1645446600,2606.89,2630.58,2624.0,2612.86,45.16758055
143,1645445700,2602.09,2630.73,2619.73,2624.0,76.49413263
144,1645444800,2615.53,2634.65,2630.75,2623.8,41.40129628
145,1645443900,2606.89,2630.8,2628.39,2630.75,67.23077872
146,1645443000,2622.16,2679.49,2678.35,2625.7,160.85644174
147,1645442100,2673.28,2688.71,2679.2,2673.28,46.52012028
148,1645441200,2674.78,2691.44,2684.07,2680.68,53.75715195
149,1645440300,2674.85,2686.11,2678.97,2682.45,55.85664414
150,1645439400,2667.38,2689.69,2687.0,2680.43,79.7145156
151,1645438500,2683.75,2709.59,2709.59,2688.85,65.76104272
152,1645437600,2707.88,2721.13,2713.53,2709.85,55.557141
153,1645436700,2706.29,2726.1,2726.1,2713.3,131.11100071
154,1645435800,2719.38,2728.13,2725.17,2726.66,20.59209375
155,1645434900,2716.69,2732.6,2720.48,2723.46,97.43442652
156,1645434000,2714.05,2725.61,2718.96,2721.13,88.86486275
157,1645433100,2719.29,2728.37,2725.13,2721.21,36.92340001
158,1645432200,2728.2,2742.5,2739.32,2728.2,85.2964235
159,1645431300,2736.56,2744.94,2744.82,2740.58,47.78990393
160,1645430400,2746.73,2760.84,2751.36,2746.96,32.27986192
161,1645429500,2741.27,2751.72,2741.27,2750.92,47.53652964
162,1645428600,2737.93,2755.79,2755.78,2745.91,100.43357841
163,1645427700,2736.66,2755.78,2738.51,2755.78,61.02002496
164,1645426800,2735.57,2747.09,2744.82,2739.41,41.27300991
165,1645425900,2738.57,2744.33,2738.76,2744.33,93.55732528
166,1645425000,2736.73,2743.99,2743.87,2738.88,62.23956184
167,1645424100,2735.84,2744.43,2736.52,2744.43,19.68364743
168,1645423200,2730.0,2740.05,2736.1,2738.16,68.79001423
169,1645422300,2736.78,2743.65,2741.36,2737.0,32.83690872
170,1645421400,2740.49,2748.74,2748.31,2741.34,32.45367575
171,1645420500,2740.18,2756.99,2740.18,2748.63,36.4329912
172,1645419600,2739.66,2745.84,2745.57,2739.66,22.81872315
173,1645418700,2725.23,2753.64,2725.23,2744.82,61.87605461
174,1645417800,2720.3,2729.65,2720.3,2725.51,53.31577731
175,1645416900,2719.14,2724.85,2724.85,2721.48,41.28034303
176,1645416000,2715.2,2725.78,2715.2,2724.85,42.34553738
177,1645415100,2705.83,2715.49,2715.49,2712.89,46.36120159
178,1645414200,2710.34,2724.75,2724.13,2713.75,37.38293112
179,1645413300,2724.95,2740.87,2732.51,2726.98,52.91602091
180,1645412400,2723.59,2731.78,2723.59,2731.78,16.4795284
181,1645411500,2721.88,2732.73,2721.88,2724.45,48.29337206
182,1645410600,2721.62,2727.96,2726.28,2722.76,20.2180126
183,1645409700,2716.75,2728.48,2718.6,2728.48,50.85401742
184,1645408800,2713.81,2722.84,2715.24,2717.16,40.64376461
185,1645407900,2713.29,2732.44,2726.66,2719.53,41.35034362
186,1645407000,2717.09,2735.12,2717.09,2724.98,270.18023354
187,1645406100,2705.14,2720.83,2712.92,2714.06,57.16492967
188,1645405200,2658.03,2713.44,2667.52,2711.53,99.70233537
189,1645404300,2630.38,2670.76,2630.94,2669.35,64.67776875
190,1645403400,2624.23,2637.06,2624.23,2635.0,38.4523945
191,1645402500,2623.57,2635.47,2629.67,2623.97,60.26950523
192,1645401600,2605.9,2634.48,2623.16,2631.53,94.31907704
193,1645400700,2619.86,2639.02,2639.02,2621.95,50.70055475
194,1645399800,2634.78,2650.7,2637.16,2645.59,73.53276131
195,1645398900,2632.81,2646.71,2646.71,2638.55,95.96617925
196,1645398000,2642.88,2664.93,2654.07,2649.51,78.9626699
197,1645397100,2621.7,2658.26,2621.7,2657.37,42.44016293
198,1645396200,2612.72,2617.65,2617.65,2615.68,14.44839472
199,1645395300,2611.54,2621.58,2612.46,2618.11,53.11845662
200,1645394400,2601.43,2620.92,2602.55,2611.23,65.20607007
201,1645393500,2583.71,2601.33,2583.71,2601.33,52.09601672
202,1645392600,2574.9,2591.62,2586.0,2582.3,106.77971143
203,1645391700,2586.0,2606.21,2604.95,2588.48,116.60709095
204,1645390800,2605.36,2630.39,2629.81,2605.36,56.93946885
205,1645389900,2626.11,2633.38,2630.31,2627.24,37.48042992
206,1645389000,2624.23,2635.3,2629.23,2633.07,46.04170544
207,1645388100,2622.81,2634.75,2633.3,2624.07,27.16011306
208,1645387200,2627.32,2645.0,2645.0,2631.59,36.51879284
209,1645386300,2647.06,2650.2,2650.03,2648.0,18.30328793
210,1645385400,2645.09,2652.94,2652.94,2647.68,30.1935171
211,1645384500,2647.37,2654.92,2654.11,2653.48,29.5779132
212,1645383600,2655.68,2660.2,2660.07,2655.8,36.07236873
213,1645382700,2661.07,2669.02,2662.11,2661.17,48.85870934
214,1645381800,2654.31,2668.89,2654.31,2662.51,52.35395852
215,1645380900,2649.35,2658.66,2658.66,2652.23,18.79393562
216,1645380000,2641.65,2660.0,2647.36,2656.89,62.23027375
217,1645379100,2645.76,2653.27,2651.85,2646.49,16.27511006
218,1645378200,2640.0,2652.04,2641.2,2651.52,65.00048782
219,1645377300,2644.59,2661.25,2657.57,2644.59,25.41949394
220,1645376400,2645.65,2659.54,2646.01,2657.11,56.28840278
221,1645375500,2636.35,2653.27,2636.35,2648.31,42.10185961
222,1645374600,2633.04,2656.28,2656.28,2634.88,78.03290701
223,1645373700,2657.82,2676.93,2674.29,2657.82,36.17798843
224,1645372800,2652.49,2673.19,2652.88,2672.48,43.86762746
225,1645371900,2640.51,2662.99,2642.2,2654.06,50.03724359
226,1645371000,2628.16,2648.92,2632.1,2645.01,25.18825631
227,1645370100,2627.63,2639.59,2630.83,2630.67,26.63181018
228,1645369200,2626.96,2638.68,2626.96,2630.55,41.82493344
229,1645368300,2612.32,2627.58,2623.5,2626.96,48.88746584
230,1645367400,2616.68,2630.12,2625.88,2625.04,32.03278545
231,1645366500,2602.62,2635.16,2624.13,2628.48,130.73437023
232,1645365600,2622.12,2636.4,2632.68,2622.12,15.64014006
233,1645364700,2629.69,2641.32,2636.47,2629.69,28.05927234
234,1645363800,2628.92,2639.15,2632.55,2639.15,23.0174147
235,1645362900,2625.9,2636.53,2626.48,2631.18,23.1910723
236,1645362000,2621.72,2629.7,2625.78,2626.93,19.97959906
237,1645361100,2622.36,2634.72,2630.52,2625.74,27.50288379
238,1645360200,2634.31,2642.22,2640.16,2640.81,21.17666413
239,1645359300,2638.94,2665.67,2649.6,2641.25,31.74945635
240,1645358400,2640.25,2653.0,2644.47,2647.45,10.36315415
241,1645357500,2627.0,2647.87,2627.0,2645.49,37.67012225
242,1645356600,2622.99,2627.0,2623.54,2627.0,11.67910143
243,1645355700,2618.6,2626.13,2626.13,2621.45,1.74540896
244,1645354800,2611.44,2625.86,2617.05,2625.86,31.87096496
245,1645353900,2613.38,2627.88,2627.88,2613.38,39.46765421
246,1645353000,2628.21,2640.23,2640.23,2628.21,11.33128716
247,1645352100,2630.87,2641.65,2630.87,2639.27,44.20125031
248,1645351200,2627.86,2632.45,2628.09,2630.0,10.09587684
249,1645350300,2621.46,2632.51,2632.51,2624.06,28.88708672
250,1645349400,2609.68,2631.03,2617.47,2628.89,80.99358301
251,1645348500,2612.95,2633.23,2625.49,2612.95,34.02467675
252,1645347600,2600.51,2633.5,2611.18,2628.23,73.3551359
253,1645346700,2603.11,2615.49,2605.43,2609.28,54.19989931
254,1645345800,2605.9,2634.73,2632.5,2606.85,125.67658915
255,1645344900,2624.0,2642.59,2642.59,2631.07,42.88237484
256,1645344000,2643.13,2652.6,2651.14,2643.46,57.17381034
257,1645343100,2637.31,2657.4,2640.36,2653.18,32.39234374
258,1645342200,2637.82,2654.39,2648.71,2638.15,43.87335735
259,1645341300,2635.15,2653.11,2638.89,2646.05,56.05747083
260,1645340400,2631.75,2651.32,2636.39,2638.21,42.51588907
261,1645339500,2633.57,2640.86,2636.51,2636.99,51.48595376
262,1645338600,2622.18,2639.68,2636.51,2636.62,56.87606507
263,1645337700,2628.78,2641.26,2634.06,2636.88,82.26726036
264,1645336800,2622.16,2665.49,2660.82,2633.95,144.20567085
265,1645335900,2656.38,2680.17,2677.39,2658.9,31.99726441
266,1645335000,2674.3,2683.68,2680.0,2677.12,59.33898378
267,1645334100,2680.15,2695.13,2690.9,2680.55,100.20363418
268,1645333200,2681.96,2694.85,2685.63,2689.17,43.40651972
269,1645332300,2681.43,2696.2,2688.51,2685.76,71.60232031
270,1645331400,2678.23,2704.35,2703.37,2688.51,94.83954195
271,1645330500,2703.05,2716.21,2708.39,2705.3,53.37471672
272,1645329600,2704.5,2717.7,2714.74,2708.76,71.88215381
273,1645328700,2709.6,2716.88,2709.77,2714.74,34.55331684
274,1645327800,2698.54,2716.37,2706.21,2710.21,86.45215436
275,1645326900,2702.83,2715.0,2713.13,2706.44,194.6519888
276,1645326000,2711.01,2719.88,2716.15,2713.91,35.69903077
277,1645325100,2711.36,2730.56,2727.12,2712.9,44.35362314
278,1645324200,2724.18,2733.17,2733.17,2726.67,26.83593366
279,1645323300,2734.22,2742.36,2734.8,2734.22,18.13404062
280,1645322400,2733.36,2740.31,2740.31,2736.48,12.02649518
281,1645321500,2738.17,2745.36,2742.39,2741.23,19.0643177
282,1645320600,2721.46,2743.37,2726.53,2743.37,49.56327274
283,1645319700,2712.2,2726.77,2715.96,2726.59,43.86272864
284,1645318800,2701.19,2729.06,2727.63,2714.06,149.30489062
285,1645317900,2727.9,2738.51,2735.09,2733.08,17.4014511
286,1645317000,2731.24,2744.38,2744.12,2735.16,33.31455208
287,1645316100,2740.62,2756.16,2756.16,2740.62,6.40055076
288,1645315200,2754.66,2762.26,2762.26,2754.66,6.59375931
289,1645315200,2754.66,2762.26,2762.26,2754.66,6.59375931
290,1645314300,2754.04,2767.63,2761.68,2761.0,19.62112779
291,1645313400,2750.99,2760.13,2750.99,2758.66,26.02602694
292,1645312500,2747.77,2752.18,2751.27,2747.77,7.92112969
293,1645311600,2738.57,2748.54,2740.74,2748.34,13.53648677
294,1645310700,2742.77,2748.09,2748.09,2742.77,10.50657477
295,1645309800,2740.62,2748.95,2741.04,2748.7,5.3399992
296,1645308900,2729.1,2740.66,2734.94,2740.66,9.35469458
297,1645308000,2734.99,2748.03,2748.03,2737.12,6.62499865
298,1645307100,2740.48,2742.83,2742.83,2742.42,12.86307401
299,1645306200,2739.6,2745.74,2745.74,2742.83,2.99616693
300,1645305300,2735.86,2748.85,2748.85,2743.58,19.60211035
301,1645304400,2749.84,2757.45,2757.45,2750.18,6.69044495
302,1645303500,2755.49,2760.25,2757.57,2757.45,9.7295949
303,1645302600,2753.88,2761.44,2753.88,2757.55,12.29326616
304,1645301700,2754.27,2759.03,2757.66,2754.58,10.21520592
305,1645300800,2740.79,2758.43,2742.33,2758.43,16.66530349
306,1645299900,2740.94,2751.66,2751.66,2743.45,31.32262074
307,1645299000,2748.02,2752.35,2748.02,2751.73,15.0858514
308,1645298100,2744.19,2747.92,2747.92,2746.46,35.04767357
309,1645297200,2739.94,2748.96,2748.96,2747.09,25.18863954
310,1645296300,2746.47,2756.97,2755.16,2751.91,14.45830763
311,1645295400,2748.33,2758.98,2749.61,2755.04,24.52882305
312,1645294500,2749.67,2761.28,2759.74,2749.67,19.75826643
313,1645293600,2757.14,2763.2,2760.53,2759.28,18.99409399
314,1645292700,2755.0,2765.85,2761.24,2764.89,15.42855485
315,1645291800,2752.19,2762.19,2754.86,2761.99,44.85359634
316,1645290900,2747.84,2757.45,2756.83,2754.8,29.18662665
317,1645290000,2742.08,2761.92,2744.35,2760.79,44.29858536
318,1645289100,2744.35,2770.31,2770.31,2745.5,50.47655092
319,1645288200,2772.74,2783.86,2782.9,2774.18,53.47195297
320,1645287300,2775.79,2795.61,2775.79,2783.93,84.46050257
321,1645286400,2741.97,2778.0,2747.9,2778.0,52.35715209
322,1645285500,2745.55,2750.96,2750.96,2747.81,21.46381251
323,1645284600,2739.19,2752.56,2739.19,2751.32,22.92007286
324,1645283700,2735.08,2743.5,2735.08,2739.73,14.76269198
325,1645282800,2721.68,2733.74,2729.07,2733.74,16.91358124
326,1645281900,2729.0,2737.98,2737.09,2729.0,6.19126439
327,1645281000,2722.16,2733.74,2731.97,2733.74,6.00013471
328,1645280100,2730.11,2735.94,2735.71,2732.1,34.09052781
329,1645279200,2733.51,2744.29,2741.98,2736.17,23.10785075
330,1645278300,2737.41,2748.73,2739.04,2742.2,30.26233912
331,1645277400,2723.07,2740.72,2723.7,2738.23,76.77193088
332,1645276500,2718.85,2732.6,2729.99,2723.14,43.81960867
333,1645275600,2696.36,2726.76,2706.87,2726.3,114.02010846
334,1645274700,2709.66,2725.21,2714.93,2712.9,46.59229631
335,1645273800,2710.52,2718.63,2717.67,2714.6,17.288254
336,1645272900,2716.36,2733.74,2727.15,2717.41,38.44696281
337,1645272000,2701.53,2731.41,2723.27,2727.15,68.10721841
338,1645271100,2715.9,2726.14,2718.2,2723.54,53.80658649
339,1645270200,2709.43,2761.62,2761.62,2717.62,290.88669976
340,1645269300,2760.0,2773.76,2773.76,2762.88,23.36947903
341,1645268400,2771.23,2781.82,2781.82,2775.39,31.03959485
342,1645267500,2771.62,2781.75,2771.62,2781.56,56.62612368
343,1645266600,2762.15,2776.23,2763.97,2771.27,32.58145864
344,1645265700,2764.03,2783.88,2783.88,2765.6,54.52897995
345,1645264800,2784.38,2788.7,2784.38,2784.94,5.44981435
346,1645263900,2782.44,2789.2,2787.02,2782.76,22.91311997
347,1645263000,2782.75,2792.14,2789.62,2785.52,5.72659465
348,1645262100,2780.06,2787.76,2780.06,2787.62,50.7513455
349,1645261200,2775.92,2792.86,2780.36,2779.21,54.97562736
350,1645260300,2780.71,2805.94,2805.94,2780.71,35.85091983
351,1645259400,2804.98,2815.57,2815.57,2807.65,26.0110934
352,1645258500,2812.3,2820.01,2818.04,2812.3,14.63254727
353,1645257600,2815.41,2819.25,2815.46,2815.82,32.77977879
354,1645256700,2813.48,2818.08,2816.74,2814.22,9.53296644
355,1645255800,2814.66,2818.17,2815.84,2817.08,3.27641309
356,1645254900,2807.61,2815.83,2813.35,2815.5,127.51048074
357,1645254000,2814.48,2825.79,2818.0,2814.48,11.05204408
358,1645253100,2820.96,2826.47,2821.71,2823.08,29.22061006
359,1645252200,2812.84,2822.07,2813.17,2822.07,27.33485191
360,1645251300,2808.31,2816.04,2808.82,2810.88,76.30950999
361,1645250400,2805.26,2809.72,2809.69,2808.56,48.6103115
362,1645249500,2803.39,2810.67,2803.39,2809.69,12.44791444
363,1645248600,2804.86,2818.89,2818.89,2804.86,14.18475628
364,1645247700,2819.22,2821.69,2819.22,2820.67,8.58415595
365,1645246800,2813.15,2817.75,2816.18,2813.42,8.14714505
366,1645245900,2809.67,2817.66,2809.67,2817.66,18.86434053
367,1645245000,2810.97,2820.03,2815.06,2810.97,9.08169921
368,1645244100,2804.08,2817.44,2804.08,2815.06,21.37501515
369,1645243200,2800.0,2814.48,2806.54,2803.91,25.49479783
370,1645242300,2807.04,2812.1,2811.7,2807.04,25.41990602
371,1645241400,2804.85,2810.79,2810.34,2810.79,2.66613943
372,1645240500,2810.76,2817.67,2817.53,2812.13,18.27038772
373,1645239600,2820.29,2828.89,2822.34,2820.54,21.00563638
374,1645238700,2818.46,2822.95,2822.95,2820.1,17.29849017
375,1645237800,2816.51,2824.8,2816.51,2824.53,13.53522243
376,1645236900,2817.16,2819.34,2817.29,2817.16,6.04854795
377,1645236000,2811.92,2818.86,2816.24,2817.38,33.92692729
378,1645235100,2819.39,2825.33,2825.0,2819.39,25.41549517
379,1645234200,2815.89,2830.31,2829.12,2825.54,42.3196309
380,1645233300,2823.02,2831.12,2826.68,2829.12,33.30829522
381,1645232400,2809.84,2831.84,2810.76,2825.55,24.15173859
382,1645231500,2799.9,2813.25,2800.61,2809.59,24.95558952
383,1645230600,2789.22,2806.21,2789.22,2802.44,23.98805437
384,1645229700,2781.44,2795.23,2781.44,2789.51,36.81488348
385,1645228800,2769.43,2784.4,2779.07,2783.51,30.21912144
386,1645227900,2779.79,2791.6,2788.41,2779.79,28.72998309
387,1645227000,2779.1,2791.45,2785.65,2789.54,44.73242784
388,1645226100,2777.0,2787.07,2783.27,2784.24,20.1554481
389,1645225200,2770.85,2784.77,2773.64,2782.3,51.52417957
390,1645224300,2768.25,2779.39,2775.54,2774.94,20.50191229
391,1645223400,2769.37,2779.18,2770.14,2772.94,8.93883662
392,1645222500,2755.56,2775.7,2766.05,2768.58,18.22279831
393,1645221600,2763.3,2788.1,2783.0,2764.86,18.95848307
394,1645220700,2782.81,2793.87,2792.06,2783.01,61.88107398
395,1645219800,2785.65,2801.9,2801.9,2792.86,59.14432419
396,1645218900,2790.73,2804.43,2791.04,2803.13,16.71992756
397,1645218000,2784.74,2808.14,2789.9,2791.81,60.28825195
398,1645217100,2779.65,2793.22,2793.07,2788.33,76.23131215
399,1645216200,2773.09,2793.87,2778.44,2793.87,26.94029252
400,1645215300,2779.22,2791.63,2791.63,2779.22,70.2292368
401,1645214400,2788.66,2807.27,2802.03,2790.33,69.17304827
402,1645213500,2788.62,2800.06,2793.84,2799.22,28.43687203
403,1645212600,2792.86,2812.8,2802.68,2793.64,46.41347789
404,1645211700,2783.95,2805.81,2784.15,2804.28,46.46348183
405,1645210800,2783.42,2800.89,2798.1,2783.42,16.44883429
406,1645209900,2789.01,2799.43,2789.27,2796.44,27.40683815
407,1645209000,2768.73,2787.95,2768.73,2787.89,37.08421923
408,1645208100,2753.59,2784.91,2759.1,2768.66,167.12684919
409,1645207200,2754.03,2786.13,2786.13,2756.68,142.98170608
410,1645206300,2779.5,2793.6,2781.71,2786.52,37.76101815
411,1645205400,2773.78,2799.16,2783.27,2781.14,52.21113918
412,1645204500,2783.27,2812.58,2797.75,2783.27,97.14753365
413,1645203600,2786.99,2812.17,2786.99,2799.06,61.39647342
414,1645202700,2786.56,2817.8,2815.56,2794.12,79.33031021
415,1645201800,2803.0,2821.36,2807.47,2815.26,103.83460184
416,1645200900,2799.34,2826.16,2799.34,2807.05,80.16536205
417,1645200000,2763.82,2800.64,2798.0,2799.0,212.800422
418,1645199100,2785.44,2815.52,2813.2,2798.44,173.42975903
419,1645198200,2802.84,2830.49,2830.49,2813.88,87.06640712
420,1645197300,2830.67,2857.3,2857.3,2835.49,101.84906426
421,1645196400,2840.0,2868.5,2856.6,2846.14,45.86582652
422,1645195500,2800.0,2856.49,2806.27,2851.8,160.93858626
